x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
0.122992970049,-0.0459028147161,-0.0386377125978,0.128977552056,0.125348374248,0.132601708174,0.123099505901,0.123873107135,0.134627506137,0.133770003915,0.129918262362,0.133645042777,-0.130744859576,0.126164123416,0.0527483522892,0.128826767206
0.118435129523,-0.130511045456,-0.120910309255,-0.122124120593,0.129575759172,0.115798801184,-0.0317916832864,0.125844359398,0.119794212282,0.11716991663,-0.118442855775,0.125387430191,-0.126850396395,0.12342658639,0.125081166625,0.121940068901
0.136171609163,-0.12990014255,-0.136600732803,-0.137367412448,0.130458846688,0.136737108231,0.0477950312197,0.136131241918,-0.0414781346917,0.129162713885,-0.044433336705,0.124559469521,-0.13393959403,0.0450137071311,0.136074483395,0.13405752182
0.137710899115,-0.127090841532,0.140693843365,0.0462412536144,0.134781256318,0.134297311306,-0.131447851658,0.136279076338,0.133808374405,0.13874001801,0.139766559005,0.131429553032,-0.0425447970629,0.133970856667,0.136678606272,0.137801855803
0.130985304713,-0.0387416891754,-0.129659205675,-0.126495987177,0.135711163282,0.130105152726,0.0537253320217,0.133938506246,0.0441167093813,0.133564099669,-0.0482341013849,0.125931933522,-0.120511367917,0.0433308854699,0.0422643087804,0.133997038007
0.121867507696,-0.125129774213,0.134486958385,0.0434547625482,0.130494326353,0.125027671456,-0.123948872089,0.128767743707,0.123276688159,0.121171012521,0.122004069388,0.128681764007,0.126069277525,0.128403738141,0.04611068964,0.134409636259
0.127343967557,-0.0455784611404,-0.120055221021,0.118611000478,0.118046350777,0.115925744176,0.12743319571,0.12661011517,0.0479023270309,0.119690231979,0.116274148226,0.123740687966,-0.119334623218,0.123819060624,0.0475810728967,0.0483113490045
0.0773118212819,-0.0835074037313,-0.0796472579241,0.0805741995573,0.0798502489924,0.079315662384,0.0804260000587,0.0806317701936,0.0777158215642,0.0853346660733,0.0836865082383,0.0861351341009,-0.0792353153229,0.0799670368433,0.0777342393994,0.088480502367
0.126479446888,-0.0439050756395,-0.114652961493,0.116584412754,0.126790776849,0.11780641973,-0.0178050845861,0.0935395359993,0.121290251613,0.125057905912,0.118165284395,0.117148071527,-0.121815621853,0.116170801222,0.122794561088,0.0796330422163
0.139255896211,-0.0482501275837,0.111126549542,0.046025659889,0.134443864226,0.138129994273,0.138218834996,0.134228050709,0.0535289160907,0.135846585035,0.140003606677,0.140264064074,-0.04422191903,0.137356549501,0.14121581614,0.0488355830312
0.127861902118,-0.126655876637,0.120483510196,-0.0512975491583,0.127873569727,0.119790747762,-0.11802443862,0.123120285571,0.127315893769,0.127386823297,-0.106713905931,0.121680349112,-0.0379079245031,0.119457088411,0.11878734827,0.130062893033
0.135722637177,-0.131846278906,0.129055202007,0.132422566414,0.133301749825,0.127286821604,-0.0396429896355,0.13457903266,0.129284262657,0.127693876624,0.13135766983,0.126781076193,0.0980941727757,0.128511279821,0.0436135865748,0.0517539680004
0.121255420148,-0.117149487138,-0.108184486628,0.0557394362986,0.117341905832,0.116688147187,-0.124320581555,0.123954191804,0.118527017534,0.126768127084,-0.0385399051011,0.120290659368,-0.126217395067,0.127152085304,0.123047180474,0.128087863326
0.128448069096,-0.125084295869,-0.112244516611,-0.133823722601,0.134178370237,0.135566920042,-0.0590834543109,0.137197583914,-0.00580730102956,0.126679852605,-0.0686372295022,0.129909485579,-0.0454838648438,0.128369852901,0.127729430795,0.126297906041
0.128129869699,-0.119633331895,0.120849572122,-0.0532261319458,0.122014932334,0.12156265229,-0.0659150406718,0.121007733047,0.11899843812,0.125981777906,0.00619746930897,0.118788123131,0.0859555229545,0.129468455911,0.119229182601,0.128954052925
0.133242830634,-0.049157012254,-0.137921348214,0.136880412698,0.141201615334,0.133179485798,0.122992232442,0.129036784172,-0.0241166967899,0.134621217847,0.0551938824356,0.136162996292,-0.129748955369,0.0660813897848,0.137428149581,0.137265577912
0.124421052635,-0.135281324387,0.134928554296,0.138411417603,0.0612071529031,0.129340097308,-0.13024173677,0.135665357113,0.129798546433,0.1257802248,0.131081148982,0.1336145401,0.0349165089428,0.0580882541835,0.128999695182,0.0627021193504
0.120061606169,-0.132874801755,-0.0489530228078,0.122665077448,0.120968848467,0.128363326192,0.10521928221,0.119723945856,0.122508563101,0.124727115035,0.125428542495,0.127236917615,-0.12198651582,0.122132830322,0.119449220598,0.127384230494
0.141930088401,-0.0494859367609,-0.0286183990538,-0.145545989275,0.0367223024368,0.0575743876398,-0.0424764417112,0.0490383133292,0.0618990473449,0.141163244843,-0.132147014141,0.0429552160203,0.0390869155526,0.140808522701,0.145564988256,0.149281591177
0.127158179879,-0.123574078083,0.127340584993,-0.0552230067551,0.117993652821,0.125347852707,-0.125260412693,0.123691387475,0.126200437546,0.118162900209,0.058271702379,0.118148267269,-0.103028908372,0.122400872409,0.122021540999,0.123932674527
0.128920644522,-0.0568757392466,-0.122969478369,0.124596498907,0.126094862819,0.121567778289,0.120743989944,0.119761355221,0.128321826458,0.119515046477,0.117772676051,0.121512375772,0.119957514107,0.0532855652273,0.125591591001,0.0398665778339
